# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-10-09 09:55:13 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06719505 CLEAR CREEK AT GOLDEN, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06719505
#            TS   parameter     statistic     Description
#         17572       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	17572_00060_00003	17572_00060_00003_cd
USGS	06719505	2006-03-01	51.2	A
USGS	06719505	2006-03-02	51.8	A
USGS	06719505	2006-03-03	46.8	A
USGS	06719505	2006-03-04	49.9	A
USGS	06719505	2006-03-05	47.0	A
USGS	06719505	2006-03-06	49.4	A
USGS	06719505	2006-03-07	54.2	A
USGS	06719505	2006-03-08	54.4	A
USGS	06719505	2006-03-09	49.1	A
USGS	06719505	2006-03-10	48.8	A
USGS	06719505	2006-03-11	51.1	A
USGS	06719505	2006-03-12	63.8	A
USGS	06719505	2006-03-13	58.4	A
USGS	06719505	2006-03-14	52.3	A
USGS	06719505	2006-03-15	54.1	A
USGS	06719505	2006-03-16	46.1	A
USGS	06719505	2006-03-17	46.6	A
USGS	06719505	2006-03-18	46.5	A
USGS	06719505	2006-03-19	51.0	A
USGS	06719505	2006-03-20	51.0	A
USGS	06719505	2006-03-21	45.2	A
USGS	06719505	2006-03-22	54.3	A
USGS	06719505	2006-03-23	46.4	A
USGS	06719505	2006-03-24	46.2	A
USGS	06719505	2006-03-25	48.1	A
USGS	06719505	2006-03-26	50.5	A
USGS	06719505	2006-03-27	44.9	A
USGS	06719505	2006-03-28	46.9	A
USGS	06719505	2006-03-29	48.9	A
USGS	06719505	2006-03-30	51.9	A
USGS	06719505	2006-03-31	46.7	A
USGS	06719505	2006-04-01	48.9	A
USGS	06719505	2006-04-02	49.3	A
USGS	06719505	2006-04-03	48.5	A
USGS	06719505	2006-04-04	51.1	A
USGS	06719505	2006-04-05	56.9	A
USGS	06719505	2006-04-06	60.0	A
USGS	06719505	2006-04-07	58.8	A
USGS	06719505	2006-04-08	54.4	A
USGS	06719505	2006-04-09	60.2	A
USGS	06719505	2006-04-10	64.5	A
USGS	06719505	2006-04-11	70.3	A
USGS	06719505	2006-04-12	70.8	A
USGS	06719505	2006-04-13	77.8	A
USGS	06719505	2006-04-14	94.0	A
USGS	06719505	2006-04-15	111	A
USGS	06719505	2006-04-16	99.6	A
USGS	06719505	2006-04-17	97.3	A
USGS	06719505	2006-04-18	105	A
USGS	06719505	2006-04-19	93.9	A
USGS	06719505	2006-04-20	88.1	A
USGS	06719505	2006-04-21	85.7	A
USGS	06719505	2006-04-22	93.4	A
USGS	06719505	2006-04-23	113	A
USGS	06719505	2006-04-24	152	A
USGS	06719505	2006-04-25	131	A
USGS	06719505	2006-04-26	103	A
USGS	06719505	2006-04-27	104	A
USGS	06719505	2006-04-28	136	A
USGS	06719505	2006-04-29	119	A
USGS	06719505	2006-04-30	112	A
USGS	06719505	2006-05-01	114	A
USGS	06719505	2006-05-02	112	A
USGS	06719505	2006-05-03	122	A
USGS	06719505	2006-05-04	128	A
USGS	06719505	2006-05-05	135	A
USGS	06719505	2006-05-06	133	A
USGS	06719505	2006-05-07	131	A
USGS	06719505	2006-05-08	129	A
USGS	06719505	2006-05-09	139	A
USGS	06719505	2006-05-10	133	A
USGS	06719505	2006-05-11	115	A
USGS	06719505	2006-05-12	119	A
USGS	06719505	2006-05-13	148	A
USGS	06719505	2006-05-14	187	A
USGS	06719505	2006-05-15	193	A
USGS	06719505	2006-05-16	225	A
USGS	06719505	2006-05-17	286	A
USGS	06719505	2006-05-18	324	A
USGS	06719505	2006-05-19	405	A
USGS	06719505	2006-05-20	475	A
USGS	06719505	2006-05-21	533	A
USGS	06719505	2006-05-22	561	A
USGS	06719505	2006-05-23	622	A
USGS	06719505	2006-05-24	529	A
USGS	06719505	2006-05-25	548	A
USGS	06719505	2006-05-26	594	A
USGS	06719505	2006-05-27	616	A
USGS	06719505	2006-05-28	625	A
USGS	06719505	2006-05-29	586	A
USGS	06719505	2006-05-30	532	A
USGS	06719505	2006-05-31	506	A
USGS	06719505	2006-06-01	546	A
USGS	06719505	2006-06-02	606	A
USGS	06719505	2006-06-03	652	A
USGS	06719505	2006-06-04	659	A
USGS	06719505	2006-06-05	727	A
USGS	06719505	2006-06-06	753	A
USGS	06719505	2006-06-07	821	A
USGS	06719505	2006-06-08	810	A
USGS	06719505	2006-06-09	798	A
USGS	06719505	2006-06-10	832	A
USGS	06719505	2006-06-11	824	A
USGS	06719505	2006-06-12	736	A
USGS	06719505	2006-06-13	767	A
USGS	06719505	2006-06-14	822	A
USGS	06719505	2006-06-15	777	A
USGS	06719505	2006-06-16	600	A
USGS	06719505	2006-06-17	546	A
USGS	06719505	2006-06-18	518	A
USGS	06719505	2006-06-19	512	A
USGS	06719505	2006-06-20	507	A
USGS	06719505	2006-06-21	518	A
USGS	06719505	2006-06-22	504	A
USGS	06719505	2006-06-23	485	A
USGS	06719505	2006-06-24	479	A
USGS	06719505	2006-06-25	474	A
USGS	06719505	2006-06-26	452	A
USGS	06719505	2006-06-27	440	A
USGS	06719505	2006-06-28	425	A
USGS	06719505	2006-06-29	403	A
USGS	06719505	2006-06-30	389	A
USGS	06719505	2006-07-01	380	A
USGS	06719505	2006-07-02	381	A
USGS	06719505	2006-07-03	393	A
USGS	06719505	2006-07-04	370	A
USGS	06719505	2006-07-05	351	A
USGS	06719505	2006-07-06	327	A
USGS	06719505	2006-07-07	312	A
USGS	06719505	2006-07-08	412	A
USGS	06719505	2006-07-09	544	A
USGS	06719505	2006-07-10	544	A
USGS	06719505	2006-07-11	439	A
USGS	06719505	2006-07-12	407	A
USGS	06719505	2006-07-13	359	A
USGS	06719505	2006-07-14	325	A
USGS	06719505	2006-07-15	313	A
USGS	06719505	2006-07-16	294	A
USGS	06719505	2006-07-17	269	A
USGS	06719505	2006-07-18	244	A
USGS	06719505	2006-07-19	245	A
USGS	06719505	2006-07-20	266	A
USGS	06719505	2006-07-21	270	A
USGS	06719505	2006-07-22	259	A
USGS	06719505	2006-07-23	221	A
USGS	06719505	2006-07-24	197	A
USGS	06719505	2006-07-25	194	A
USGS	06719505	2006-07-26	220	A
USGS	06719505	2006-07-27	188	A
USGS	06719505	2006-07-28	166	A
USGS	06719505	2006-07-29	157	A
USGS	06719505	2006-07-30	173	A
USGS	06719505	2006-07-31	165	A
USGS	06719505	2006-08-01	167	A
USGS	06719505	2006-08-02	158	A
USGS	06719505	2006-08-03	152	A
USGS	06719505	2006-08-04	148	A
USGS	06719505	2006-08-05	143	A
USGS	06719505	2006-08-06	166	A
USGS	06719505	2006-08-07	170	A
USGS	06719505	2006-08-08	151	A
USGS	06719505	2006-08-09	131	A
USGS	06719505	2006-08-10	135	A
USGS	06719505	2006-08-11	137	A
USGS	06719505	2006-08-12	134	A
USGS	06719505	2006-08-13	146	A
USGS	06719505	2006-08-14	142	A
USGS	06719505	2006-08-15	129	A
USGS	06719505	2006-08-16	123	A
USGS	06719505	2006-08-17	128	A
USGS	06719505	2006-08-18	140	A
USGS	06719505	2006-08-19	176	A
USGS	06719505	2006-08-20	185	A
USGS	06719505	2006-08-21	170	A
USGS	06719505	2006-08-22	135	A
USGS	06719505	2006-08-23	131	A
USGS	06719505	2006-08-24	125	A
USGS	06719505	2006-08-25	128	A
USGS	06719505	2006-08-26	137	A
USGS	06719505	2006-08-27	144	A
USGS	06719505	2006-08-28	134	A
USGS	06719505	2006-08-29	127	A
USGS	06719505	2006-08-30	113	A
USGS	06719505	2006-08-31	106	A
USGS	06719505	2006-09-01	106	A
USGS	06719505	2006-09-02	114	A
USGS	06719505	2006-09-03	111	A
USGS	06719505	2006-09-04	106	A
USGS	06719505	2006-09-05	96.5	A
USGS	06719505	2006-09-06	94.4	A
USGS	06719505	2006-09-07	89.9	A
USGS	06719505	2006-09-08	96.7	A
USGS	06719505	2006-09-09	127	A
USGS	06719505	2006-09-10	120	A
USGS	06719505	2006-09-11	116	A
USGS	06719505	2006-09-12	115	A
USGS	06719505	2006-09-13	102	A
USGS	06719505	2006-09-14	92.2	A
USGS	06719505	2006-09-15	94.9	A
USGS	06719505	2006-09-16	100	A
USGS	06719505	2006-09-17	95.5	A
USGS	06719505	2006-09-18	91.7	A
USGS	06719505	2006-09-19	93.1	A
USGS	06719505	2006-09-20	92.9	A
USGS	06719505	2006-09-21	102	A
USGS	06719505	2006-09-22	108	A
USGS	06719505	2006-09-23	114	A
USGS	06719505	2006-09-24	107	A
USGS	06719505	2006-09-25	106	A
USGS	06719505	2006-09-26	108	A
USGS	06719505	2006-09-27	107	A
USGS	06719505	2006-09-28	99.6	A
USGS	06719505	2006-09-29	88.0	A
USGS	06719505	2006-09-30	87.3	A
USGS	06719505	2006-10-01	90.7	A
USGS	06719505	2006-10-02	91.2	A
USGS	06719505	2006-10-03	96.7	A
USGS	06719505	2006-10-04	97.9	A
USGS	06719505	2006-10-05	94.2	A
USGS	06719505	2006-10-06	94.1	A
USGS	06719505	2006-10-07	90.2	A
USGS	06719505	2006-10-08	92.6	A
USGS	06719505	2006-10-09	102	A
USGS	06719505	2006-10-10	98.9	A
USGS	06719505	2006-10-11	94.3	A
USGS	06719505	2006-10-12	91.7	A
USGS	06719505	2006-10-13	90.8	A
USGS	06719505	2006-10-14	90.8	A
USGS	06719505	2006-10-15	97.9	A
USGS	06719505	2006-10-16	95.1	A
USGS	06719505	2006-10-17	96.9	A
USGS	06719505	2006-10-18	98.7	A
USGS	06719505	2006-10-19	85.2	A
USGS	06719505	2006-10-20	73.5	A
USGS	06719505	2006-10-21	72.0	A
USGS	06719505	2006-10-22	67.2	A
USGS	06719505	2006-10-23	65.3	A
USGS	06719505	2006-10-24	66.1	A
USGS	06719505	2006-10-25	62.8	A
USGS	06719505	2006-10-26	70.2	A
USGS	06719505	2006-10-27	64.1	A
USGS	06719505	2006-10-28	67.8	A
USGS	06719505	2006-10-29	63.0	A
USGS	06719505	2006-10-30	61.2	A
USGS	06719505	2006-10-31	59.8	A
USGS	06719505	2006-11-01	71.1	A
USGS	06719505	2006-11-02	73.5	A
USGS	06719505	2006-11-03	77.2	A
USGS	06719505	2006-11-04	72.2	A
USGS	06719505	2006-11-05	67.3	A
USGS	06719505	2006-11-06	64.2	A
USGS	06719505	2006-11-07	64.7	A
USGS	06719505	2006-11-08	71.7	A
USGS	06719505	2006-11-09	75.9	A
USGS	06719505	2006-11-10	69.9	A
USGS	06719505	2006-11-11	60.5	A
USGS	06719505	2006-11-12	81.0	A
USGS	06719505	2006-11-13	71.8	A
USGS	06719505	2006-11-14	84.6	A
USGS	06719505	2006-11-15	71.8	A
USGS	06719505	2006-11-16	63.5	A
USGS	06719505	2006-11-17	63.6	A
USGS	06719505	2006-11-18	62.9	A
USGS	06719505	2006-11-19	61.2	A
USGS	06719505	2006-11-20	58.0	A
USGS	06719505	2006-11-21	53.8	A
USGS	06719505	2006-11-22	55.6	A
USGS	06719505	2006-11-23	57.8	A
USGS	06719505	2006-11-24	56.1	A
USGS	06719505	2006-11-25	56.5	A
USGS	06719505	2006-11-26	53.1	A
USGS	06719505	2006-11-27	56.5	A
USGS	06719505	2006-11-28	57.2	A:e
USGS	06719505	2006-11-29	57.2	A:e
USGS	06719505	2006-11-30	57.2	A:e
USGS	06719505	2006-12-01	57.2	A:e
USGS	06719505	2006-12-02	57.2	A:e
USGS	06719505	2006-12-03	58.4	A:e
USGS	06719505	2006-12-04	113	A
USGS	06719505	2006-12-05	60.1	A
USGS	06719505	2006-12-06	61.5	A
USGS	06719505	2006-12-07	56.5	A
USGS	06719505	2006-12-08	51.9	A
USGS	06719505	2006-12-09	52.2	A
USGS	06719505	2006-12-10	58.7	A
USGS	06719505	2006-12-11	63.6	A
USGS	06719505	2006-12-12	55.5	A
USGS	06719505	2006-12-13	57.9	A
USGS	06719505	2006-12-14	58.2	A
USGS	06719505	2006-12-15	54.3	A
USGS	06719505	2006-12-16	53.5	A
USGS	06719505	2006-12-17	50.1	A
USGS	06719505	2006-12-18	51.9	A:e
USGS	06719505	2006-12-19	51.8	A:e
USGS	06719505	2006-12-20	51.8	A:e
USGS	06719505	2006-12-21	51.8	A:e
USGS	06719505	2006-12-22	52.0	A:e
USGS	06719505	2006-12-23	52.1	A:e
USGS	06719505	2006-12-24	51.6	A:e
USGS	06719505	2006-12-25	51.4	A:e
USGS	06719505	2006-12-26	52.4	A:e
USGS	06719505	2006-12-27	51.0	A:e
USGS	06719505	2006-12-28	49.6	A:e
USGS	06719505	2006-12-29	49.6	A:e
USGS	06719505	2006-12-30	48.9	A:e
USGS	06719505	2006-12-31	47.2	A:e
USGS	06719505	2007-01-01	47.2	A:e
USGS	06719505	2007-01-02	45.3	A:e
USGS	06719505	2007-01-03	42.9	A:e
USGS	06719505	2007-01-04	44.0	A:e
USGS	06719505	2007-01-05	43.3	A:e
USGS	06719505	2007-01-06	42.9	A:e
USGS	06719505	2007-01-07	40.5	A:e
USGS	06719505	2007-01-08	40.5	A:e
USGS	06719505	2007-01-09	40.5	A:e
USGS	06719505	2007-01-10	40.1	A:e
USGS	06719505	2007-01-11	39.3	A:e
USGS	06719505	2007-01-12	38.4	A:e
USGS	06719505	2007-01-13	38.4	A:e
USGS	06719505	2007-01-14	36.6	A:e
USGS	06719505	2007-01-15	36.6	A:e
USGS	06719505	2007-01-16	36.6	A:e
USGS	06719505	2007-01-17	36.6	A:e
USGS	06719505	2007-01-18	38.0	A:e
USGS	06719505	2007-01-19	38.0	A:e
USGS	06719505	2007-01-20	38.0	A:e
USGS	06719505	2007-01-21	38.0	A:e
USGS	06719505	2007-01-22	38.0	A:e
USGS	06719505	2007-01-23	38.0	A:e
USGS	06719505	2007-01-24	38.0	A:e
USGS	06719505	2007-01-25	38.0	A:e
USGS	06719505	2007-01-26	38.0	A:e
USGS	06719505	2007-01-27	38.0	A:e
USGS	06719505	2007-01-28	38.0	A:e
USGS	06719505	2007-01-29	38.0	A:e
USGS	06719505	2007-01-30	38.2	A:e
USGS	06719505	2007-01-31	38.1	A:e
USGS	06719505	2007-02-01	38.1	A:e
USGS	06719505	2007-02-02	38.1	A:e
USGS	06719505	2007-02-03	38.1	A:e
USGS	06719505	2007-02-04	39.4	A:e
USGS	06719505	2007-02-05	42.1	A:e
USGS	06719505	2007-02-06	43.3	A:e
USGS	06719505	2007-02-07	43.7	A:e
USGS	06719505	2007-02-08	43.7	A:e
USGS	06719505	2007-02-09	43.7	A:e
USGS	06719505	2007-02-10	44.1	A:e
USGS	06719505	2007-02-11	44.6	A:e
USGS	06719505	2007-02-12	44.9	A:e
USGS	06719505	2007-02-13	45.8	A:e
USGS	06719505	2007-02-14	45.9	A:e
USGS	06719505	2007-02-15	46.6	A:e
USGS	06719505	2007-02-16	47.9	A:e
USGS	06719505	2007-02-17	48.5	A:e
USGS	06719505	2007-02-18	50.1	A:e
USGS	06719505	2007-02-19	51.4	A:e
USGS	06719505	2007-02-20	51.4	A:e
USGS	06719505	2007-02-21	49.2	A
USGS	06719505	2007-02-22	50.7	A
USGS	06719505	2007-02-23	53.6	A
USGS	06719505	2007-02-24	50.8	A
USGS	06719505	2007-02-25	45.6	A
USGS	06719505	2007-02-26	56.2	A
USGS	06719505	2007-02-27	55.7	A
USGS	06719505	2007-02-28	66.0	A
USGS	06719505	2007-03-01	70.5	A
USGS	06719505	2007-03-02	64.8	A
USGS	06719505	2007-03-03	56.5	A
USGS	06719505	2007-03-04	66.6	A
USGS	06719505	2007-03-05	66.4	A
USGS	06719505	2007-03-06	57.5	A
USGS	06719505	2007-03-07	56.1	A
USGS	06719505	2007-03-08	55.6	A
USGS	06719505	2007-03-09	55.6	A
USGS	06719505	2007-03-10	57.6	A
USGS	06719505	2007-03-11	58.5	A
USGS	06719505	2007-03-12	61.2	A
USGS	06719505	2007-03-13	68.2	A
USGS	06719505	2007-03-14	79.1	A
USGS	06719505	2007-03-15	84.3	A
USGS	06719505	2007-03-16	78.1	A
USGS	06719505	2007-03-17	80.1	A
USGS	06719505	2007-03-18	86.6	A
USGS	06719505	2007-03-19	90.1	A
USGS	06719505	2007-03-20	92.1	A
USGS	06719505	2007-03-21	97.1	A
USGS	06719505	2007-03-22	98.7	A
USGS	06719505	2007-03-23	104	A
USGS	06719505	2007-03-24	122	A
USGS	06719505	2007-03-25	112	A
USGS	06719505	2007-03-26	116	A
USGS	06719505	2007-03-27	116	A
USGS	06719505	2007-03-28	124	A
USGS	06719505	2007-03-29	123	A
USGS	06719505	2007-03-30	101	A
USGS	06719505	2007-03-31	109	A
USGS	06719505	2007-04-01	98.2	A
USGS	06719505	2007-04-02	97.2	A
USGS	06719505	2007-04-03	98.0	A
USGS	06719505	2007-04-04	97.4	A
USGS	06719505	2007-04-05	104	A
USGS	06719505	2007-04-06	109	A
USGS	06719505	2007-04-07	99.8	A
USGS	06719505	2007-04-08	101	A
USGS	06719505	2007-04-09	105	A
USGS	06719505	2007-04-10	114	A
USGS	06719505	2007-04-11	98.1	A
USGS	06719505	2007-04-12	97.5	A
USGS	06719505	2007-04-13	101	A
USGS	06719505	2007-04-14	93.2	A
USGS	06719505	2007-04-15	98.8	A
USGS	06719505	2007-04-16	99.1	A
USGS	06719505	2007-04-17	134	A
USGS	06719505	2007-04-18	135	A
USGS	06719505	2007-04-19	134	A
USGS	06719505	2007-04-20	128	A
USGS	06719505	2007-04-21	138	A
USGS	06719505	2007-04-22	141	A
USGS	06719505	2007-04-23	150	A
USGS	06719505	2007-04-24	201	A
USGS	06719505	2007-04-25	196	A
USGS	06719505	2007-04-26	184	A
USGS	06719505	2007-04-27	208	A
USGS	06719505	2007-04-28	231	A
USGS	06719505	2007-04-29	268	A
USGS	06719505	2007-04-30	343	A
USGS	06719505	2007-05-01	418	A
USGS	06719505	2007-05-02	444	A
USGS	06719505	2007-05-03	440	A
USGS	06719505	2007-05-04	467	A
USGS	06719505	2007-05-05	455	A
USGS	06719505	2007-05-06	428	A
USGS	06719505	2007-05-07	411	A
USGS	06719505	2007-05-08	389	A
USGS	06719505	2007-05-09	405	A
USGS	06719505	2007-05-10	421	A
USGS	06719505	2007-05-11	456	A
USGS	06719505	2007-05-12	516	A
USGS	06719505	2007-05-13	576	A
USGS	06719505	2007-05-14	647	A
USGS	06719505	2007-05-15	706	A
USGS	06719505	2007-05-16	786	A
USGS	06719505	2007-05-17	823	A
USGS	06719505	2007-05-18	789	A
USGS	06719505	2007-05-19	865	A
USGS	06719505	2007-05-20	923	A
USGS	06719505	2007-05-21	956	A
USGS	06719505	2007-05-22	963	A
USGS	06719505	2007-05-23	851	A
USGS	06719505	2007-05-24	781	A
USGS	06719505	2007-05-25	686	A
USGS	06719505	2007-05-26	640	A
USGS	06719505	2007-05-27	653	A
USGS	06719505	2007-05-28	738	A
USGS	06719505	2007-05-29	836	A
USGS	06719505	2007-05-30	789	A
USGS	06719505	2007-05-31	738	A
USGS	06719505	2007-06-01	713	A
USGS	06719505	2007-06-02	703	A
USGS	06719505	2007-06-03	779	A
USGS	06719505	2007-06-04	792	A
USGS	06719505	2007-06-05	840	A
USGS	06719505	2007-06-06	934	A
USGS	06719505	2007-06-07	837	A
USGS	06719505	2007-06-08	775	A
USGS	06719505	2007-06-09	785	A
USGS	06719505	2007-06-10	812	A
USGS	06719505	2007-06-11	862	A
USGS	06719505	2007-06-12	925	A
USGS	06719505	2007-06-13	916	A
USGS	06719505	2007-06-14	913	A
USGS	06719505	2007-06-15	964	A
USGS	06719505	2007-06-16	1020	A
USGS	06719505	2007-06-17	1040	A
USGS	06719505	2007-06-18	1050	A
USGS	06719505	2007-06-19	951	A
USGS	06719505	2007-06-20	926	A
USGS	06719505	2007-06-21	908	A
USGS	06719505	2007-06-22	887	A
USGS	06719505	2007-06-23	855	A
USGS	06719505	2007-06-24	820	A
USGS	06719505	2007-06-25	782	A
USGS	06719505	2007-06-26	783	A
USGS	06719505	2007-06-27	747	A
USGS	06719505	2007-06-28	690	A
USGS	06719505	2007-06-29	659	A
USGS	06719505	2007-06-30	627	A
USGS	06719505	2007-07-01	605	A
USGS	06719505	2007-07-02	585	A
USGS	06719505	2007-07-03	561	A
USGS	06719505	2007-07-04	546	A
USGS	06719505	2007-07-05	542	A
USGS	06719505	2007-07-06	507	A
USGS	06719505	2007-07-07	483	A
USGS	06719505	2007-07-08	475	A
USGS	06719505	2007-07-09	439	A
USGS	06719505	2007-07-10	412	A
USGS	06719505	2007-07-11	397	A
USGS	06719505	2007-07-12	383	A
USGS	06719505	2007-07-13	383	A
USGS	06719505	2007-07-14	349	A
USGS	06719505	2007-07-15	326	A
USGS	06719505	2007-07-16	300	A
USGS	06719505	2007-07-17	280	A
USGS	06719505	2007-07-18	293	A
USGS	06719505	2007-07-19	288	A
USGS	06719505	2007-07-20	296	A
USGS	06719505	2007-07-21	290	A
USGS	06719505	2007-07-22	291	A
USGS	06719505	2007-07-23	247	A
USGS	06719505	2007-07-24	236	A
USGS	06719505	2007-07-25	221	A
USGS	06719505	2007-07-26	224	A
USGS	06719505	2007-07-27	268	A
USGS	06719505	2007-07-28	363	A
USGS	06719505	2007-07-29	286	A
USGS	06719505	2007-07-30	236	A
USGS	06719505	2007-07-31	211	A
USGS	06719505	2007-08-01	196	A
USGS	06719505	2007-08-02	204	A
USGS	06719505	2007-08-03	247	A
USGS	06719505	2007-08-04	218	A
USGS	06719505	2007-08-05	221	A
USGS	06719505	2007-08-06	217	A
USGS	06719505	2007-08-07	227	A
USGS	06719505	2007-08-08	252	A
USGS	06719505	2007-08-09	206	A
USGS	06719505	2007-08-10	189	A
USGS	06719505	2007-08-11	177	A
USGS	06719505	2007-08-12	170	A
USGS	06719505	2007-08-13	166	A
USGS	06719505	2007-08-14	165	A
USGS	06719505	2007-08-15	169	A
USGS	06719505	2007-08-16	156	A
USGS	06719505	2007-08-17	151	A
USGS	06719505	2007-08-18	145	A
USGS	06719505	2007-08-19	154	A
USGS	06719505	2007-08-20	140	A
USGS	06719505	2007-08-21	130	A
USGS	06719505	2007-08-22	137	A
USGS	06719505	2007-08-23	136	A
USGS	06719505	2007-08-24	170	A
USGS	06719505	2007-08-25	134	A
USGS	06719505	2007-08-26	126	A
USGS	06719505	2007-08-27	124	A
USGS	06719505	2007-08-28	143	A
USGS	06719505	2007-08-29	131	A
USGS	06719505	2007-08-30	132	A
USGS	06719505	2007-08-31	125	A
USGS	06719505	2007-09-01	137	A
USGS	06719505	2007-09-02	128	A
USGS	06719505	2007-09-03	123	A
USGS	06719505	2007-09-04	131	A
USGS	06719505	2007-09-05	135	A
USGS	06719505	2007-09-06	140	A
USGS	06719505	2007-09-07	125	A
USGS	06719505	2007-09-08	113	A
USGS	06719505	2007-09-09	105	A
USGS	06719505	2007-09-10	113	A
USGS	06719505	2007-09-11	104	A
USGS	06719505	2007-09-12	110	A
USGS	06719505	2007-09-13	117	A
USGS	06719505	2007-09-14	115	A
USGS	06719505	2007-09-15	121	A
USGS	06719505	2007-09-16	122	A
USGS	06719505	2007-09-17	130	A
USGS	06719505	2007-09-18	139	A
USGS	06719505	2007-09-19	110	A
USGS	06719505	2007-09-20	95.8	A
USGS	06719505	2007-09-21	92.1	A
USGS	06719505	2007-09-22	85.9	A
USGS	06719505	2007-09-23	91.6	A
USGS	06719505	2007-09-24	95.9	A
USGS	06719505	2007-09-25	105	A
USGS	06719505	2007-09-26	95.5	A
USGS	06719505	2007-09-27	92.5	A
USGS	06719505	2007-09-28	95.3	A
USGS	06719505	2007-09-29	94.3	A
USGS	06719505	2007-09-30	95.4	A
USGS	06719505	2007-10-01	96.4	A
USGS	06719505	2007-10-02	96.1	A
USGS	06719505	2007-10-03	93.9	A
USGS	06719505	2007-10-04	84.7	A
USGS	06719505	2007-10-05	86.3	A
USGS	06719505	2007-10-06	87.2	A
USGS	06719505	2007-10-07	79.7	A
USGS	06719505	2007-10-08	80.3	A
USGS	06719505	2007-10-09	77.3	A
USGS	06719505	2007-10-10	76.7	A
USGS	06719505	2007-10-11	75.8	A
USGS	06719505	2007-10-12	75.8	A
USGS	06719505	2007-10-13	83.0	A
USGS	06719505	2007-10-14	97.1	A
USGS	06719505	2007-10-15	100	A
USGS	06719505	2007-10-16	83.8	A
USGS	06719505	2007-10-17	82.5	A
USGS	06719505	2007-10-18	84.1	A
USGS	06719505	2007-10-19	91.3	A
USGS	06719505	2007-10-20	105	A
USGS	06719505	2007-10-21	101	A
USGS	06719505	2007-10-22	79.6	A
USGS	06719505	2007-10-23	86.2	A
USGS	06719505	2007-10-24	87.2	A
USGS	06719505	2007-10-25	82.0	A
USGS	06719505	2007-10-26	79.6	A
USGS	06719505	2007-10-27	80.4	A
USGS	06719505	2007-10-28	79.5	A
USGS	06719505	2007-10-29	76.1	A
USGS	06719505	2007-10-30	79.4	A
USGS	06719505	2007-10-31	80.2	A
USGS	06719505	2007-11-01	78.1	A
USGS	06719505	2007-11-02	73.7	A
USGS	06719505	2007-11-03	68.7	A
USGS	06719505	2007-11-04	65.3	A
USGS	06719505	2007-11-05	65.6	A
USGS	06719505	2007-11-06	61.7	A
USGS	06719505	2007-11-07	62.5	A
USGS	06719505	2007-11-08	63.1	A
USGS	06719505	2007-11-09	61.8	A
USGS	06719505	2007-11-10	63.2	A
USGS	06719505	2007-11-11	65.3	A
USGS	06719505	2007-11-12	65.4	A
USGS	06719505	2007-11-13	67.3	A
USGS	06719505	2007-11-14	60.1	A
USGS	06719505	2007-11-15	52.1	A
USGS	06719505	2007-11-16	61.1	A
USGS	06719505	2007-11-17	61.7	A
USGS	06719505	2007-11-18	62.1	A
USGS	06719505	2007-11-19	59.5	A
USGS	06719505	2007-11-20	59.5	A
USGS	06719505	2007-11-21	54.9	A
USGS	06719505	2007-11-22	50.3	A:e
USGS	06719505	2007-11-23	48.8	A:e
USGS	06719505	2007-11-24	47.2	A:e
USGS	06719505	2007-11-25	45.9	A:e
USGS	06719505	2007-11-26	44.9	A:e
USGS	06719505	2007-11-27	43.3	A:e
USGS	06719505	2007-11-28	43.3	A:e
USGS	06719505	2007-11-29	45.1	A:e
USGS	06719505	2007-11-30	42.3	A:e
USGS	06719505	2007-12-01	41.5	A:e
USGS	06719505	2007-12-02	43.6	A:e
USGS	06719505	2007-12-03	48.0	A:e
USGS	06719505	2007-12-04	51.3	A:e
USGS	06719505	2007-12-05	51.6	A:e
USGS	06719505	2007-12-06	51.1	A:e
USGS	06719505	2007-12-07	48.5	A:e
USGS	06719505	2007-12-08	47.5	A:e
USGS	06719505	2007-12-09	45.1	A:e
USGS	06719505	2007-12-10	44.4	A:e
USGS	06719505	2007-12-11	43.6	A:e
USGS	06719505	2007-12-12	41.4	A:e
USGS	06719505	2007-12-13	40.2	A:e
USGS	06719505	2007-12-14	39.4	A:e
USGS	06719505	2007-12-15	37.7	A:e
USGS	06719505	2007-12-16	37.6	A:e
USGS	06719505	2007-12-17	39.9	A:e
USGS	06719505	2007-12-18	40.9	A:e
USGS	06719505	2007-12-19	41.2	A:e
USGS	06719505	2007-12-20	42.3	A:e
USGS	06719505	2007-12-21	42.0	A:e
USGS	06719505	2007-12-22	42.0	A:e
